year,month,DriversKilled,PetrolPrice,law
1973,Sep,161,0.082806393863385,0
1973,Oct,168,0.081178893326988,0
1973,Nov,152,0.082853606962342,0
1973,Dec,136,0.09419011869336,0
1974,Jan,113,0.092399842951041,0
1974,Feb,100,0.108161478199019,0
1974,Mar,103,0.10721168869023,0
1974,Apr,103,0.114042966782082,0
1974,May,121,0.112454115810183,0
1974,Jun,134,0.111316253290611,0
1974,Jul,133,0.11030125221242,0
1974,Aug,129,0.108197177376865,0
1974,Sep,144,0.107027443082328,0
1974,Oct,154,0.104946980916917,0
1974,Nov,156,0.119357749193208,0
1974,Dec,163,0.117621904277373,0
1975,Jan,122,0.133027420877451,0
1975,Feb,92,0.130845243689729,0
1975,Mar,117,0.128318477474772,0
1975,Apr,95,0.123547448292297,0
1975,May,96,0.118586811514179,0
1975,Jun,108,0.116337480161004,0
1975,Jul,108,0.11516147558196,0
1975,Aug,106,0.114501197216867,0
1975,Sep,140,0.113522979499817,0
1975,Oct,114,0.111930179432996,0
1975,Nov,158,0.110610528503361,0
1975,Dec,161,0.11527438914664,0
1976,Jan,102,0.113793485966034,0
1976,Feb,127,0.112349582098189,0
1976,Mar,125,0.111753469387189,0
1976,Apr,101,0.109642522576533,0
1976,May,97,0.10844089510559,0
1976,Jun,112,0.107884938936114,0
1976,Jul,112,0.109084769191454,0
1976,Aug,113,0.107571450111271,0
1976,Sep,108,0.106164022368002,0
1976,Oct,128,0.106299999323319,0
1976,Nov,154,0.104825313000088,0
1976,Dec,162,0.103451745711815,0
1977,Jan,112,0.101449920129493,0
1977,Feb,79,0.100402316427863,0
1977,Mar,82,0.098862033680192,0
1977,Apr,127,0.102496154313521,0
1977,May,108,0.103027431599736,0
1977,Jun,110,0.102178908220655,0
1977,Jul,123,0.099836642872647,0
1977,Aug,103,0.092636689583335,0
1977,Sep,97,0.091814962907757,0
1977,Oct,140,0.090724303768407,0
1977,Nov,165,0.090021207276879,0
1977,Dec,183,0.089330705823094,0
1978,Jan,148,0.088442734871776,0
1978,Feb,111,0.088352569274479,0
1978,Mar,116,0.086757361930824,0
1978,Apr,115,0.084995242044975,0
1978,May,100,0.084567943721349,0
1978,Jun,106,0.084431898877444,0
1978,Jul,134,0.084350883148293,0
1978,Aug,125,0.083600983049108,0
1978,Sep,117,0.083417263052496,0
1978,Oct,122,0.082745139798725,0
1978,Nov,153,0.085235266903528,0
1978,Dec,178,0.084770302829653,0
1979,Jan,114,0.084458921408459,0
1979,Feb,94,0.085352119244763,0
1979,Mar,128,0.087559212517575,0
1979,Apr,119,0.090382917061484,0
1979,May,111,0.090783293735519,0
1979,Jun,110,0.108742780219868,0
1979,Jul,114,0.114142227335262,0
1979,Aug,118,0.112992933231466,0
1979,Sep,115,0.111320706029796,0
1979,Oct,132,0.109126229280665,0
1979,Nov,153,0.107698459343112,0
1979,Dec,171,0.107601574334496,0
1980,Jan,115,0.103775019202843,0
1980,Feb,95,0.107114170431059,0
1980,Mar,92,0.107374774370757,0
1980,Apr,100,0.111695372689559,0
1980,May,95,0.110638184592354,0
1980,Jun,114,0.111855211329895,0
1980,Jul,102,0.109742342683337,0
1980,Aug,104,0.108193931510232,0
1980,Sep,132,0.106255362697951,0
1980,Oct,136,0.104193034427699,0
1980,Nov,117,0.101933972880902,0
1980,Dec,137,0.102793824574291,0
1981,Jan,111,0.10476034144929,0
1981,Feb,106,0.104002535534347,0
1981,Mar,98,0.116655515402424,0
1981,Apr,84,0.11516147558196,0
1981,May,94,0.112989543494316,0
1981,Jun,105,0.113860643932406,0
1981,Jul,123,0.119118081064489,0
1981,Aug,109,0.124489986005886,0
1981,Sep,130,0.123222945411622,0
1981,Oct,153,0.12067793212866,0
1981,Nov,134,0.121048982651421,0
1981,Dec,99,0.116968571491487,0
1982,Jan,115,0.112750259392875,0
1982,Feb,104,0.108079306704711,0
1982,Mar,131,0.108838515984019,0
1982,Apr,108,0.111291766408542,0
1982,May,103,0.111304009176187,0
1982,Jun,115,0.115454357532553,0
1982,Jul,122,0.114768296055692,0
1982,Aug,122,0.117207430931122,0
1982,Sep,125,0.119076397031248,0
1982,Oct,137,0.117965862171995,0
1982,Nov,138,0.117449127100423,0
1982,Dec,152,0.116988457838933,0
1983,Jan,120,0.11261053571781,0
1983,Feb,95,0.113657015681422,1
1983,Mar,100,0.113144445252379,1
1983,Apr,89,0.118495534815352,1
1983,May,82,0.117969401200945,1
1983,Jun,89,0.1176866141183,1
1983,Jul,60,0.120059238961094,1
1983,Aug,84,0.119437745680998,1
1983,Sep,113,0.118881271786551,1
1983,Oct,126,0.118462360710195,1
1983,Nov,122,0.118016598400236,1
1983,Dec,118,0.117706622543368,1
1984,Jan,92,0.117776089941536,1
1984,Feb,86,0.114796991716514,1
1984,Mar,81,0.11573525277085,1
1984,Apr,84,0.115356263024722,1
1984,May,87,0.114815360704668,1
1984,Jun,90,0.114777477886645,1
1984,Jul,79,0.114935980147534,1
1984,Aug,96,0.114796991716514,1
1984,Sep,122,0.114093156728444,1
1984,Oct,120,0.116465521799171,1
1984,Nov,137,0.116026113132354,1
1984,Dec,154,0.116066729379379,1
